School	City	County	Private_Public	College	Applied	Admitted	Enrolled	Admit_Rate_%	Rank_Within_Type	Overall_Rank	African_American_Applied	African_American_Admitted	African_American_Enrolled	African_American_Admit_Rate_%	American_Indian_Applied	American_Indian_Admitted	American_Indian_Enrolled	American_Indian_Admit_Rate_%	Hispanic_Latinx_Applied	Hispanic_Latinx_Admitted	Hispanic_Latinx_Enrolled	Hispanic_Latinx_Admit_Rate_%	Pacific_Islander_Applied	Pacific_Islander_Admitted	Pacific_Islander_Enrolled	Pacific_Islander_Admit_Rate_%	Asian_Applied	Asian_Admitted	Asian_Enrolled	Asian_Admit_Rate_%	White_Applied	White_Admitted	White_Enrolled	White_Admit_Rate_%	Domestic_Unknown_Applied	Domestic_Unknown_Admitted	Domestic_Unknown_Enrolled	Domestic_Unknown_Admit_Rate_%	International_Applied	International_Admitted	International_Enrolled	International_Admit_Rate_%
CAMBRIAN ACADEMY	San Jose	Santa Clara	Private	All UC	6	6	4	100.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0
LODESTAR LIGHTHOUSE COMM CHARTER SC	Oakland	Alameda	Public	All UC	10	10	4	100.0	100	100	0	0	0	0.0	0	0	0	0.0	8	8	3	100.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LPS OAKLAND R&D CAMPUS	Oakland	Alameda	Public	All UC	20	20	10	100.0	100	100	0	0	0	0.0	0	0	0	0.0	19	19	9	100.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LUIS VALDEZ LEADERSHIP ACADEMY	San Jose	Santa Clara	Public	All UC	14	14	5	100.0	100	100	0	0	0	0.0	0	0	0	0.0	14	14	5	100.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CRISTO REY SAN JOSE JESUIT HS	San Jose	Santa Clara	Private	All UC	72	70	8	97.22	1	1	0	0	0	0.0	0	0	0	0.0	69	67	8	97.1	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
COLISEUM COLLEGE PREP ACADEMY	Oakland	Alameda	Public	All UC	33	31	17	93.94	1	2	7	5	3	71.43	0	0	0	0.0	26	26	14	100.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ACE CHARTER HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	13	12	0	92.31	100	100	0	0	0	0.0	0	0	0	0.0	12	11	0	91.67	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ENVISION ACAD ARTS/TECHNOLOGY	Oakland	Alameda	Public	All UC	12	11	8	91.67	100	100	0	0	0	0.0	0	0	0	0.0	10	10	8	100.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ALSION MONTESSORI MIDDLE/HIGH	Fremont	Alameda	Private	All UC	11	10	5	90.91	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	8	8	5	100.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
QUARRY LANE SCHOOL	Dublin	Alameda	Private	All UC	76	69	28	90.79	2	3	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	47	44	22	93.62	5	4	0	80.0	11	9	3	81.82	10	9	0	90.0
CASTLEMONT HIGH SCHOOL	Oakland	Alameda	Public	All UC	19	17	6	89.47	100	100	6	5	0	83.33	0	0	0	0.0	13	12	4	92.31	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND UNITY HIGH SCHOOL	Oakland	Alameda	Public	All UC	28	25	10	89.29	100	100	0	0	0	0.0	0	0	0	0.0	27	24	9	88.89	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
DOWNTOWN COLLEGE PREP ALUM ROC	San Jose	Santa Clara	Public	All UC	18	16	7	88.89	100	100	0	0	0	0.0	0	0	0	0.0	13	12	4	92.31	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
METWEST HIGH SCHOOL	Oakland	Alameda	Public	All UC	27	24	13	88.89	100	100	0	3	0	0.0	0	0	0	0.0	19	17	10	89.47	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
AIMS COLLEGE PREP HIGH SCHOOL	Oakland	Alameda	Public	All UC	65	57	29	87.69	2	4	21	19	7	90.48	0	0	0	0.0	9	5	0	55.56	0	0	0	0.0	33	31	20	93.94	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
BASIS INDEPENDENT SILICON VALL	San Jose	Santa Clara	Private	All UC	89	78	31	87.64	3	5	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	74	65	27	87.84	6	6	3	100.0	9	7	0	77.78	0	0	0	0.0
MISSION SAN JOSE HIGH SCHOOL	Fremont	Alameda	Public	All UC	419	362	150	86.4	3	6	0	0	0	0.0	0	0	0	0.0	5	4	0	80.0	0	0	0	0.0	332	287	114	86.45	6	4	0	66.67	57	52	24	91.23	14	12	8	85.71
MOUNT PLEASANT HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	29	25	11	86.21	100	100	0	0	0	0.0	0	0	0	0.0	17	14	5	82.35	0	0	0	0.0	12	11	6	91.67	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
TILDEN PREPARATORY SCHOOL	Albany	Alameda	Private	All UC	7	6	0	85.71	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CUPERTINO HIGH SCHOOL	Cupertino	Santa Clara	Public	All UC	349	299	149	85.67	4	7	0	0	0	0.0	0	0	0	0.0	12	8	5	66.67	0	0	0	0.0	253	224	116	88.54	24	16	4	66.67	31	28	9	90.32	25	21	14	84.0
KIPP KING COLLEGIATE HIGH SCH	San Lorenzo	Alameda	Public	All UC	97	83	40	85.57	5	8	11	6	3	54.55	0	0	0	0.0	40	32	10	80.0	0	0	0	0.0	42	41	27	97.62	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0
FREMONT HIGH SCHOOL	Oakland	Alameda	Public	All UC	60	51	13	85.0	6	9	11	8	0	72.73	0	0	0	0.0	40	35	8	87.5	0	0	0	0.0	6	5	0	83.33	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LIFE ACADEMY HIGH SCHOOL	Oakland	Alameda	Public	All UC	20	17	6	85.0	100	100	0	0	0	0.0	0	0	0	0.0	18	15	5	83.33	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND INTERNATIONAL HIGH SCH	Oakland	Alameda	Public	All UC	20	17	5	85.0	100	100	0	0	0	0.0	0	0	0	0.0	14	12	3	85.71	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
IRVINGTON HIGH SCHOOL	Fremont	Alameda	Public	All UC	391	331	168	84.65	7	10	0	0	0	0.0	0	0	0	0.0	14	6	0	42.86	0	0	0	0.0	314	267	133	85.03	10	8	0	80.0	31	29	14	93.55	21	20	17	95.24
BAY AREA TECHNOLOGY-BAYTECH	Oakland	Alameda	Public	All UC	13	11	4	84.62	100	100	0	3	0	0.0	0	0	0	0.0	10	8	3	80.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MONTA VISTA HIGH SCHOOL	Cupertino	Santa Clara	Public	All UC	343	290	124	84.55	8	11	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	247	207	86	83.81	27	20	11	74.07	42	38	15	90.48	21	20	12	95.24
HOLY NAMES HIGH SCHOOL	Oakland	Alameda	Private	All UC	19	16	8	84.21	100	100	0	3	0	0.0	0	0	0	0.0	11	9	5	81.82	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MISSION EARLY COLLEGE HIGH SCH	Santa Clara	Santa Clara	Public	All UC	25	21	8	84.0	100	100	5	4	0	80.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	11	10	6	90.91	6	5	0	83.33	0	0	0	0.0	0	0	0	0.0
KIPP SAN JOSE COLLEGIATE	San Jose	Santa Clara	Public	All UC	93	78	29	83.87	9	12	0	0	0	0.0	0	0	0	0.0	43	34	4	79.07	0	0	0	0.0	47	41	25	87.23	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LIGHTHOUSE COMMUNITY CHAR HS	Oakland	Alameda	Public	All UC	31	26	5	83.87	9	12	0	0	0	0.0	0	0	0	0.0	28	24	4	85.71	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LYNBROOK HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	371	311	122	83.83	11	14	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	280	238	94	85.0	15	10	4	66.67	57	47	17	82.46	13	12	6	92.31
FUSION ACADEMY PLEASANTON	Pleasanton	Alameda	Private	All UC	6	5	5	83.33	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CIRCLE OF INDEPENDENT LEARNING	Fremont	Alameda	Public	All UC	6	5	0	83.33	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0
EAST BAY INNOVATION ACADEMY	Oakland	Alameda	Public	All UC	18	15	9	83.33	100	100	7	6	3	85.71	0	0	0	0.0	0	4	3	0.0	0	0	0	0.0	0	0	0	0.0	5	4	0	80.0	0	0	0	0.0	0	0	0	0.0
SOJOURNER TRUTH ACADEMY	Oakland	Alameda	Public	All UC	6	5	0	83.33	100	100	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
WASHINGTON HIGH SCHOOL	Fremont	Alameda	Public	All UC	190	158	75	83.16	12	15	0	0	0	0.0	0	0	0	0.0	8	4	0	50.0	0	0	0	0.0	139	121	58	87.05	19	12	3	63.16	8	7	3	87.5	11	11	10	100.0
UNIVERSITY PREP ACADEMY	San Jose	Santa Clara	Public	All UC	75	62	36	82.67	13	16	18	17	8	94.44	0	0	0	0.0	8	4	3	50.0	0	0	0	0.0	37	32	17	86.49	8	6	6	75.0	0	0	0	0.0	0	0	0	0.0
CALIFORNIA CROSSPOINT HIGH SCHOOL	Hayward	Alameda	Private	All UC	51	42	23	82.35	4	17	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	26	23	15	88.46	0	0	0	0.0	0	0	0	0.0	19	15	6	78.95
OAKLAND CHARTER HIGH SCHOOL	Oakland	Alameda	Public	All UC	51	42	22	82.35	14	17	0	3	0	0.0	0	0	0	0.0	24	18	6	75.0	0	0	0	0.0	22	20	13	90.91	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
AMADOR VALLEY HIGH SCHOOL	Pleasanton	Alameda	Public	All UC	393	323	141	82.19	15	19	0	0	0	0.0	0	3	0	0.0	16	11	5	68.75	0	0	0	0.0	247	215	95	87.04	64	37	12	57.81	45	43	20	95.56	12	12	7	100.0
KIPP NAVIGATE COLLEGE PREP	San Jose	Santa Clara	Public	All UC	33	27	5	81.82	16	20	0	0	0	0.0	0	0	0	0.0	19	16	0	84.21	0	0	0	0.0	14	11	3	78.57	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MADISON PARK ACADEMY	Oakland	Alameda	Public	All UC	22	18	4	81.82	100	100	0	0	0	0.0	0	0	0	0.0	20	17	4	85.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ROBERTO CRUZ LEADERSHIP ACDMY	San Jose	Santa Clara	Public	All UC	11	9	3	81.82	100	100	0	0	0	0.0	0	0	0	0.0	11	9	3	81.82	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
DR TJ OWENS GILROY EARLY COLG	Gilroy	Santa Clara	Public	All UC	49	40	24	81.63	17	21	0	0	0	0.0	0	0	0	0.0	23	19	10	82.61	0	0	0	0.0	17	15	11	88.24	7	5	3	71.43	0	0	0	0.0	0	0	0	0.0
ALAMEDA SCIENCE & TECHLGY INST	Alameda	Alameda	Public	All UC	27	22	17	81.48	100	100	0	0	0	0.0	0	0	0	0.0	0	3	3	0.0	0	0	0	0.0	17	15	11	88.24	5	3	3	60.0	0	0	0	0.0	0	0	0	0.0
DUBLIN HIGH SCHOOL	Dublin	Alameda	Public	All UC	571	464	242	81.26	18	22	13	8	3	61.54	0	0	0	0.0	15	8	5	53.33	0	0	0	0.0	446	371	194	83.18	42	25	12	59.52	31	30	14	96.77	21	20	13	95.24
SAINT JOSEPH-NOTRE DAME HS	Alameda	Alameda	Private	All UC	69	56	28	81.16	5	23	10	8	4	80.0	0	0	0	0.0	22	18	5	81.82	0	0	0	0.0	21	17	15	80.95	12	9	3	75.0	0	0	0	0.0	0	0	0	0.0
JOHN F KENNEDY HIGH SCHOOL	Fremont	Alameda	Public	All UC	99	80	46	80.81	19	24	5	3	0	60.0	0	0	0	0.0	15	9	0	60.0	0	0	0	0.0	64	56	39	87.5	9	7	0	77.78	0	3	0	0.0	0	0	0	0.0
AMERICAN HIGH SCHOOL	Fremont	Alameda	Public	All UC	369	298	144	80.76	20	25	7	4	0	57.14	0	0	0	0.0	10	5	3	50.0	0	0	0	0.0	290	238	118	82.07	10	6	0	60.0	26	22	8	84.62	25	22	12	88.0
FOOTHILL HIGH SCHOOL	Pleasanton	Alameda	Public	All UC	320	258	106	80.62	21	26	6	3	0	50.0	0	0	0	0.0	22	18	9	81.82	0	0	0	0.0	203	170	75	83.74	52	34	9	65.38	22	19	9	86.36	15	14	4	93.33
SKYLINE HIGH SCHOOL	Oakland	Alameda	Public	All UC	149	120	63	80.54	22	27	32	20	10	62.5	0	0	0	0.0	39	34	16	87.18	0	0	0	0.0	40	35	22	87.5	34	28	14	82.35	0	0	0	0.0	0	0	0	0.0
SUMMIT PUBLIC SCHOOL-TAHOMA	San Jose	Santa Clara	Public	All UC	61	49	22	80.33	23	28	0	0	0	0.0	0	0	0	0.0	15	9	3	60.0	0	0	0	0.0	31	29	13	93.55	11	8	4	72.73	0	0	0	0.0	0	0	0	0.0
VALLEY CHRISTIAN HIGH SCHOOL	Dublin	Alameda	Private	All UC	15	12	6	80.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	9	6	4	66.67	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0
MILLENNIUM HIGH SCHOOL	Piedmont	Alameda	Public	All UC	5	4	0	80.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0
VISTA ALTERNATIVE	Fremont	Alameda	Public	All UC	5	4	0	80.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	5	4	0	80.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LOS ALTOS HIGH SCHOOL	Los Altos	Santa Clara	Public	All UC	324	259	89	79.94	24	29	6	3	0	50.0	0	3	0	0.0	58	49	18	84.48	0	0	0	0.0	147	122	39	82.99	86	59	23	68.6	17	0	0	0.0	7	7	4	100.0
BASIS INDEPENDENT FREMONT UPPER SCH	Fremont	Alameda	Private	All UC	39	31	16	79.49	6	30	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	33	26	14	78.79	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
BERKELEY HIGH SCHOOL	Berkeley	Alameda	Public	All UC	517	410	218	79.3	25	31	68	42	10	61.76	5	3	0	60.0	90	65	35	72.22	0	0	0	0.0	100	86	46	86.0	242	205	122	84.71	11	9	4	81.82	0	0	0	0.0
SARATOGA HIGH SCHOOL	Saratoga	Santa Clara	Public	All UC	228	180	59	78.95	26	32	0	0	0	0.0	0	0	0	0.0	11	5	0	45.45	0	0	0	0.0	165	134	41	81.21	23	15	3	65.22	22	20	12	90.91	0	3	0	0.0
CRISTO REY DE LA SALLE E BAY	Oakland	Alameda	Private	All UC	52	41	13	78.85	7	33	8	5	0	62.5	0	0	0	0.0	43	35	12	81.4	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ANDREW P HILL HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	52	41	14	78.85	27	33	0	3	0	0.0	0	0	0	0.0	8	6	0	75.0	0	0	0	0.0	40	31	13	77.5	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
KEHILLAH JEWISH HIGH SCHOOL	Palo Alto	Santa Clara	Private	All UC	33	26	8	78.79	8	35	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	26	19	6	73.08	0	0	0	0.0	0	0	0	0.0
TENNYSON HIGH SCHOOL	Hayward	Alameda	Public	All UC	28	22	7	78.57	100	100	0	0	0	0.0	0	0	0	0.0	14	13	0	92.86	0	0	0	0.0	10	8	5	80.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SAN JOSE HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	37	29	8	78.38	28	36	0	0	0	0.0	0	0	0	0.0	24	16	3	66.67	0	0	0	0.0	9	9	3	100.0	0	4	0	0.0	0	0	0	0.0	0	0	0	0.0
ASPIRE LIONEL WILSON COLG PREP	Oakland	Alameda	Public	All UC	18	14	6	77.78	100	100	0	0	0	0.0	0	0	0	0.0	18	14	6	77.78	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
NEA COMMUNITY LEARNING CENTER	Alameda	Alameda	Public	All UC	9	7	3	77.78	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	4	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ADRIAN C WILCOX HIGH SCHOOL	Santa Clara	Santa Clara	Public	All UC	176	136	59	77.27	29	37	0	0	0	0.0	0	0	0	0.0	26	17	9	65.38	0	0	0	0.0	118	96	40	81.36	16	11	3	68.75	8	7	3	87.5	0	4	4	0.0
YERBA BUENA HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	79	61	34	77.22	30	38	0	0	0	0.0	0	0	0	0.0	11	7	0	63.64	0	0	0	0.0	67	54	32	80.6	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LATITUDE 37.8 HS MERRITT COLLEGE	Oakland	Alameda	Public	All UC	13	10	6	76.92	100	100	0	0	0	0.0	0	0	0	0.0	8	7	5	87.5	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND TECHNICAL HIGH SCHOOL	Oakland	Alameda	Public	All UC	228	175	89	76.75	31	39	56	34	11	60.71	0	0	0	0.0	26	22	12	84.62	0	0	0	0.0	73	62	38	84.93	69	54	27	78.26	0	0	0	0.0	0	0	0	0.0
ANN SOBRATO HIGH SCHOOL	Morgan Hill	Santa Clara	Public	All UC	120	92	45	76.67	32	40	0	0	0	0.0	0	0	0	0.0	30	21	9	70.0	0	0	0	0.0	47	38	24	80.85	33	25	10	75.76	5	5	0	100.0	0	0	0	0.0
KHAN LAB SCHOOL	Mountain View	Santa Clara	Private	All UC	17	13	4	76.47	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	10	7	0	70.0	0	4	0	0.0	0	0	0	0.0	0	0	0	0.0
BISHOP ODOWD HIGH SCHOOL	Oakland	Alameda	Private	All UC	244	186	80	76.23	9	41	62	38	9	61.29	0	0	0	0.0	45	30	13	66.67	0	0	0	0.0	47	40	24	85.11	84	73	31	86.9	0	0	0	0.0	0	0	0	0.0
MILPITAS HIGH SCHOOL	Milpitas	Santa Clara	Public	All UC	353	269	146	76.2	33	42	6	5	4	83.33	0	0	0	0.0	21	10	5	47.62	0	0	0	0.0	290	224	119	77.24	13	8	8	61.54	9	9	4	100.0	13	13	6	100.0
LIVERMORE HIGH SCHOOL	Livermore	Alameda	Public	All UC	92	70	33	76.09	34	43	7	0	0	0.0	0	0	0	0.0	11	9	4	81.82	0	0	0	0.0	38	33	19	86.84	30	21	5	70.0	0	0	0	0.0	0	3	3	0.0
ALBANY HIGH SCHOOL	Albany	Alameda	Public	All UC	171	130	73	76.02	35	44	6	4	3	66.67	0	0	0	0.0	22	12	5	54.55	0	0	0	0.0	83	68	40	81.93	54	41	23	75.93	6	5	0	83.33	0	0	0	0.0
DEL MAR HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	79	60	28	75.95	36	45	14	8	5	57.14	0	0	0	0.0	29	25	6	86.21	0	0	0	0.0	23	18	12	78.26	9	6	3	66.67	0	0	0	0.0	0	0	0	0.0
EVERGREEN VALLEY HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	438	332	169	75.8	37	46	0	0	0	0.0	0	0	0	0.0	18	4	0	22.22	0	0	0	0.0	375	291	147	77.6	6	3	0	50.0	24	21	11	87.5	10	10	7	100.0
ENCINAL HIGH SCHOOL	Alameda	Alameda	Public	All UC	94	71	38	75.53	38	47	11	4	0	36.36	0	0	0	0.0	16	13	5	81.25	0	0	0	0.0	49	40	27	81.63	16	12	5	75.0	0	0	0	0.0	0	0	0	0.0
HOMESTEAD HIGH SCHOOL	Cupertino	Santa Clara	Public	All UC	362	273	98	75.41	39	48	0	0	0	0.0	0	0	0	0.0	35	16	5	45.71	0	0	0	0.0	213	177	66	83.1	67	40	10	59.7	33	28	15	84.85	11	10	0	90.91
ARROYO HIGH SCHOOL	San Lorenzo	Alameda	Public	All UC	135	101	57	74.81	40	49	0	0	0	0.0	0	0	0	0.0	38	23	8	60.53	0	0	0	0.0	90	73	47	81.11	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MOUNTAIN VIEW HIGH SCHOOL	Mountain View	Santa Clara	Public	All UC	334	248	109	74.25	41	50	7	6	0	85.71	0	3	0	0.0	41	29	9	70.73	0	0	0	0.0	152	119	56	78.29	109	73	32	66.97	17	0	0	0.0	0	3	0	0.0
HAYWARD HIGH SCHOOL	Hayward	Alameda	Public	All UC	89	66	36	74.16	42	51	8	5	0	62.5	0	0	0	0.0	49	38	21	77.55	0	0	0	0.0	23	18	10	78.26	8	4	3	50.0	0	0	0	0.0	0	0	0	0.0
OAKLAND SCHOOL FOR THE ARTS	Oakland	Alameda	Public	All UC	42	31	18	73.81	43	52	9	5	3	55.56	0	0	0	0.0	8	6	0	75.0	0	0	0	0.0	10	10	8	100.0	14	10	5	71.43	0	0	0	0.0	0	0	0	0.0
LEIGH HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	198	146	65	73.74	44	53	9	4	0	44.44	0	0	0	0.0	13	6	0	46.15	0	0	0	0.0	103	88	41	85.44	63	39	16	61.9	6	5	4	83.33	0	0	0	0.0
OAKWOOD SCHOOL	Morgan Hill	Santa Clara	Private	All UC	19	14	4	73.68	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	9	7	0	77.78	5	4	0	80.0	0	0	0	0.0	0	0	0	0.0
LATINO COLLEGE PREP ACADEMY	San Jose	Santa Clara	Public	All UC	38	28	5	73.68	45	54	0	0	0	0.0	0	0	0	0.0	37	27	5	72.97	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LEADERSHIP PUBLIC SCH HAYWARD	Hayward	Alameda	Public	All UC	64	47	17	73.44	46	55	5	4	0	80.0	0	0	0	0.0	32	25	6	78.12	0	0	0	0.0	22	15	8	68.18	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LELAND HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	247	181	78	73.28	47	56	0	0	0	0.0	5	4	0	80.0	15	6	3	40.0	0	0	0	0.0	154	123	53	79.87	50	29	12	58.0	19	16	7	84.21	0	0	0	0.0
SANTA CLARA HIGH SCHOOL	Santa Clara	Santa Clara	Public	All UC	153	112	50	73.2	48	57	14	10	0	71.43	0	0	0	0.0	23	14	6	60.87	0	0	0	0.0	85	66	33	77.65	22	15	6	68.18	5	3	0	60.0	0	4	3	0.0
THE KINGS ACADEMY	Sunnyvale	Santa Clara	Private	All UC	108	79	28	73.15	10	58	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	78	56	23	71.79	7	5	0	71.43	15	12	3	80.0	0	0	0	0.0
PINEWOOD SCHOOL	Los Altos Hills	Santa Clara	Private	All UC	26	19	3	73.08	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	18	14	3	77.78	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0
NEWARK MEMORIAL HIGH SCHOOL	Newark	Alameda	Public	All UC	104	76	42	73.08	49	59	10	7	6	70.0	0	0	0	0.0	31	23	10	74.19	0	0	0	0.0	52	39	23	75.0	10	6	3	60.0	0	0	0	0.0	0	0	0	0.0
ALAMEDA HIGH SCHOOL	Alameda	Alameda	Public	All UC	246	178	90	72.36	50	60	13	7	0	53.85	0	0	0	0.0	34	24	11	70.59	0	0	0	0.0	107	79	47	73.83	84	62	27	73.81	6	5	3	83.33	0	0	0	0.0
IMPACT ACAD ARTS/TECHNOLOGY	Hayward	Alameda	Public	All UC	50	36	15	72.0	51	61	0	0	0	0.0	0	0	0	0.0	32	20	7	62.5	0	0	0	0.0	12	11	4	91.67	0	3	3	0.0	0	0	0	0.0	0	0	0	0.0
MCCLYMONDS HIGH SCHOOL	Oakland	Alameda	Public	All UC	25	18	5	72.0	100	100	22	16	3	72.73	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
HENRY M GUNN SENIOR HIGH SCHL	Palo Alto	Santa Clara	Public	All UC	362	260	96	71.82	52	62	9	6	4	66.67	0	0	0	0.0	33	27	10	81.82	0	0	0	0.0	198	149	54	75.25	75	42	11	56.0	36	29	15	80.56	7	5	0	71.43
APOSTLES LUTHERAN SCHOOL	San Jose	Santa Clara	Private	All UC	7	5	0	71.43	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0
FUSION ACADEMY CUPERTINO	Cupertino	Santa Clara	Private	All UC	7	5	3	71.43	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	5	4	0	80.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MAYBECK HIGH SCHOOL	Berkeley	Alameda	Private	All UC	14	10	3	71.43	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	7	4	0	57.14	0	0	0	0.0	0	0	0	0.0
SANTA TERESA HIGH SCHOOL	San Jose	Santa Clara	Public	All UC	165	117	58	70.91	53	63	8	6	4	75.0	0	0	0	0.0	26	17	8	65.38	0	0	0	0.0	99	74	38	74.75	25	16	6	64.0	5	3	0	60.0	0	0	0	0.0
